country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
France,3961e3,3858e3,399e4,4245e3,413e4,4113e3,3655e3,3845e3,3803e3,3622e3,3677e3,3849e3,3839e3,3667e3,36e5,3548e3,355e4,361e4,364e4,3597e3,3529e3
French Guiana,4e3,4e3,5e3,6e3,7e3,8e3,8e3,9e3,15e3,2e4,22e3,27e3,27e3,28e3,3e4,31e3,32e3,33e3,33e3,33e3,33e3
French Polynesia,11e3,12e3,14e3,16e3,19e3,18e3,21e3,24e3,25e3,22e3,24e3,23e3,24e3,24e3,24e3,23e3,22e3,21e3,21e3,21e3,2e4
Gabon,49e3,56e3,57e3,62e3,69e3,86e3,106e3,129e3,152e3,178e3,18e4,18e4,185e3,191e3,196e3,197e3,195e3,193e3,192e3,189e3,185e3
Gambia,43e3,41e3,49e3,61e3,74e3,9e4,11e4,13e4,156e3,19e4,225e3,253e3,275e3,295e3,312e3,326e3,336e3,344e3,349e3,351e3,351e3
Georgia,287e3,399e3,491e3,52e4,436e3,443e3,433e3,459e3,457e3,389e3,276e3,234e3,247e3,237e3,222e3,201e3,184e3,178e3,178e3,172e3,162e3
Germany,4529e3,518e4,5698e3,6455e3,5988e3,4367e3,4015e3,4145e3,4409e3,4114e3,3903e3,3629e3,3346e3,3246e3,328e4,3239e3,3133e3,3016e3,2935e3,2915e3,2953e3
Ghana,925e3,1001e3,1224e3,1462e3,1646e3,1861e3,2002e3,2291e3,2535e3,2786e3,2969e3,3182e3,3411e3,3619e3,3731e3,3817e3,3868e3,3944e3,4029e3,4089e3,4109e3
Greece,744e3,735e3,755e3,72e4,77e4,69e4,718e3,688e3,552e3,523e3,525e3,516e3,539e3,515e3,49e4,471e3,466e3,474e3,487e3,494e3,494e3
Grenada,15e3,15e3,18e3,18e3,13e3,13e3,12e3,15e3,15e3,12e3,1e4,9e3,1e4,1e4,1e4,8e3,7e3,6e3,6e3,6e3,6e3
Guadeloupe,36e3,39e3,45e3,49e3,5e4,45e3,3e4,32e3,29e3,29e3,29e3,35e3,33e3,32e3,31e3,29e3,28e3,27e3,27e3,26e3,24e3
Guam,8e3,9e3,11e3,11e3,12e3,12e3,13e3,14e3,15e3,18e3,17e3,17e3,16e3,16e3,16e3,16e3,16e3,16e3,15e3,15e3,14e3
Guatemala,602e3,689e3,75e4,851e3,963e3,1109e3,1265e3,1414e3,152e4,1707e3,1863e3,2036e3,2166e3,227e4,2325e3,2335e3,2307e3,2251e3,2172e3,2083e3,1986e3
Guinea,417e3,478e3,533e3,597e3,669e3,713e3,83e4,955e3,1112e3,1328e3,1443e3,1551e3,1698e3,1857e3,1976e3,2063e3,2132e3,2195e3,2244e3,2273e3,228e4
Guinea-Bissau,82e3,109e3,91e3,92e3,8e4,141e3,144e3,146e3,165e3,195e3,223e3,25e4,274e3,298e3,318e3,337e3,351e3,363e3,373e3,382e3,39e4
Guyana,77e3,97e3,115e3,117e3,122e3,11e4,107e3,103e3,86e3,83e3,82e3,78e3,64e3,59e3,57e3,55e3,51e3,44e3,38e3,33e3,3e4
Haiti,477e3,563e3,629e3,702e3,748e3,783e3,914e3,1111e3,1156e3,119e4,1231e3,1236e3,1265e3,1283e3,1294e3,1294e3,1276e3,125e4,122e4,119e4,1154e3
Honduras,264e3,333e3,388e3,452e3,52e4,579e3,672e3,765e3,845e3,922e3,942e3,945e3,969e3,985e3,982e3,959e3,923e3,879e3,831e3,813e3,803e3
"Hong Kong, China",316e3,41e4,492e3,527e3,426e3,394e3,412e3,422e3,376e3,377e3,331e3,235e3,234e3,289e3,294e3,292e3,277e3,266e3,277e3,301e3,321e3
Hungary,832e3,938e3,8e5,643e3,712e3,79e4,844e3,65e4,616e3,592e3,496e3,476e3,493e3,488e3,471e3,455e3,438e3,425e3,429e3,439e3,443e3
Iceland,18e3,21e3,23e3,23e3,21e3,21e3,21e3,22e3,21e3,23e3,21e3,21e3,23e3,24e3,24e3,23e3,22e3,21e3,21e3,21e3,21e3
India,53516e3,67518e3,7341e4,79307e3,85792e3,93397e3,103393e3,112153e3,119724e3,126493e3,127053e3,127825e3,125648e3,123797e3,119879e3,114343e3,107666e3,102369e3,101242e3,99082e3,95726e3
Indonesia,11051e3,13072e3,15554e3,17381e3,19252e3,20679e3,21544e3,21998e3,21397e3,2093e4,20717e3,21135e3,2056e4,19527e3,18353e3,18081e3,18062e3,17889e3,17425e3,16758e3,16182e3
Iran,2816e3,3337e3,3781e3,4372e3,5103e3,5762e3,7079e3,9043e3,9199e3,7502e3,6137e3,598e4,6674e3,6747e3,6429e3,5714e3,5419e3,5536e3,5691e3,5603e3,5307e3
Iraq,817e3,131e4,1251e3,1505e3,1942e3,221e4,2511e3,2766e3,309e4,3498e3,4084e3,4324e3,4527e3,4678e3,4867e3,5077e3,5205e3,522e4,518e4,5128e3,5087e3
Ireland,314e3,3e5,302e3,315e3,311e3,348e3,347e3,353e3,283e3,255e3,266e3,306e3,349e3,352e3,328e3,309e3,306e3,322e3,342e3,35e4,343e3
Israel,176e3,25e4,264e3,303e3,348e3,425e3,455e3,464e3,488e3,538e3,621e3,673e3,699e3,687e3,675e3,674e3,685e3,692e3,684e3,662e3,637e3
Italy,4369e3,4019e3,4111e3,4555e3,451e4,4292e3,3585e3,3012e3,2771e3,2737e3,2636e3,2809e3,2893e3,2676e3,2458e3,239e4,2408e3,248e4,2547e3,2552e3,2511e3
Jamaica,189e3,227e3,283e3,319e3,322e3,297e3,283e3,301e3,291e3,289e3,283e3,26e4,253e3,248e3,243e3,23e4,212e3,195e3,181e3,171e3,161e3
Japan,11205e3,926e4,7798e3,8146e3,8949e3,10005e3,851e4,7463e3,647e4,6005e3,5898e3,5655e3,5207e3,4744e3,4371e3,4191e3,4113e3,4055e3,3944e3,3789e3,365e4
Jordan,88e3,116e3,156e3,208e3,308e3,379e3,416e3,48e4,579e3,644e3,691e3,707e3,776e3,775e3,743e3,721e3,702e3,684e3,667e3,667e3,655e3
Kazakhstan,741e3,1096e3,1521e3,1756e3,1559e3,1639e3,1709e3,1819e3,1876e3,1462e3,1117e3,1199e3,1481e3,1454e3,1343e3,1203e3,1128e3,1137e3,1172e3,1161e3,109e4
Kenya,1056e3,1361e3,1611e3,1912e3,2282e3,2785e3,3347e3,3969e3,4454e3,4626e3,5131e3,5948e3,6879e3,7307e3,7433e3,7545e3,7794e3,8096e3,8275e3,8276e3,8188e3
"Korea, Dem. Rep.",1537e3,998e3,1695e3,1759e3,2294e3,2178e3,1524e3,1878e3,189e4,209e4,1914e3,1656e3,1553e3,1572e3,1633e3,1615e3,1517e3,1414e3,1368e3,1369e3,1368e3
"Korea, Rep.",3043e3,3038e3,3646e3,4298e3,4321e3,4269e3,3836e3,3757e3,3241e3,3415e3,3105e3,2438e3,2266e3,2209e3,2127e3,2072e3,1987e3,1871e3,1746e3,1657e3,162e4
Kuwait,23e3,34e3,44e3,81e3,138e3,182e3,215e3,25e4,304e3,182e3,209e3,23e4,258e3,261e3,257e3,257e3,263e3,276e3,289e3,295e3,297e3
Kyrgyzstan,167e3,264e3,362e3,428e3,417e3,47e4,488e3,565e3,629e3,597e3,546e3,507e3,576e3,581e3,544e3,491e3,452e3,451e3,453e3,438e3,413e3
Laos,272e3,328e3,354e3,393e3,446e3,513e3,548e3,625e3,728e3,806e3,851e3,761e3,801e3,842e3,881e3,892e3,867e3,838e3,826e3,824e3,815e3
Latvia,15e4,155e3,165e3,17e4,16e4,178e3,173e3,192e3,208e3,139e3,96e3,101e3,114e3,119e3,116e3,105e3,91e3,85e3,9e4,96e3,99e3
Lebanon,196e3,255e3,322e3,36e4,373e3,388e3,383e3,385e3,364e3,39e4,398e3,337e3,322e3,33e4,335e3,333e3,319e3,3e5,288e3,285e3,285e3
Lesotho,119e3,127e3,142e3,158e3,176e3,199e3,225e3,251e3,264e3,267e3,278e3,274e3,271e3,272e3,27e4,264e3,256e3,248e3,242e3,234e3,225e3
Liberia,138e3,153e3,203e3,238e3,264e3,276e3,349e3,407e3,392e3,345e3,492e3,559e3,657e3,709e3,746e3,772e3,791e3,807e3,818e3,822e3,819e3
Libya,172e3,196e3,238e3,292e3,382e3,481e3,573e3,703e3,588e3,545e3,59e4,663e3,717e3,723e3,673e3,602e3,561e3,573e3,612e3,629e3,613e3
Lithuania,222e3,262e3,27e4,286e3,269e3,274e3,259e3,277e3,29e4,24e4,186e3,154e3,153e3,156e3,155e3,149e3,137e3,123e3,12e4,124e3,129e3
Luxembourg,19e3,21e3,25e3,26e3,24e3,21e3,2e4,21e3,23e3,27e3,28e3,27e3,28e3,29e3,32e3,35e3,37e3,38e3,38e3,39e3,41e3
"Macao, China",24e3,3e4,23e3,29e3,24e3,24e3,2e4,36e3,4e4,34e3,24e3,18e3,23e3,24e3,25e3,23e3,2e4,19e3,19e3,2e4,21e3
"Macedonia, FYR",175e3,193e3,186e3,189e3,173e3,179e3,176e3,169e3,164e3,154e3,134e3,118e3,109e3,11e4,109e3,105e3,99e3,92e3,89e3,89e3,89e3
Madagascar,631e3,816e3,929e3,1053e3,1205e3,1408e3,16e5,1669e3,2041e3,24e5,2724e3,2933e3,3146e3,335e4,3519e3,3646e3,3736e3,3797e3,3836e3,3854e3,3851e3
Malawi,556e3,585e3,67e4,769e3,888e3,1035e3,1244e3,1424e3,1775e3,1883e3,2232e3,2467e3,268e4,2945e3,3212e3,3408e3,3519e3,359e4,3662e3,3736e3,3783e3
Malaysia,102e4,1278e3,1515e3,1714e3,1776e3,1873e3,1868e3,2398e3,2477e3,2644e3,2657e3,2732e3,2723e3,2716e3,2663e3,2559e3,2448e3,2448e3,245e4,2424e3,2367e3
Maldives,1e4,15e3,16e3,17e3,19e3,23e3,28e3,35e3,4e4,39e3,31e3,26e3,28e3,3e4,31e3,3e4,28e3,26e3,26e3,27e3,27e3
Mali,688e3,727e3,852e3,942e3,1048e3,1128e3,1236e3,1412e3,1576e3,1717e3,1841e3,2047e3,2309e3,2499e3,2613e3,2691e3,2739e3,2814e3,2898e3,2955e3,2976e3
Malta,47e3,43e3,42e3,32e3,23e3,25e3,27e3,28e3,27e3,26e3,23e3,2e4,18e3,19e3,2e4,19e3,19e3,18e3,17e3,17e3,18e3
Martinique,34e3,42e3,45e3,51e3,49e3,4e4,26e3,29e3,3e4,29e3,28e3,27e3,25e3,24e3,23e3,23e3,22e3,21e3,2e4,19e3,18e3
Mauritania,115e3,128e3,156e3,181e3,208e3,237e3,271e3,305e3,34e4,375e3,413e3,454e3,487e3,506e3,506e3,507e3,513e3,519e3,521e3,513e3,5e5
Mauritius,89e3,107e3,123e3,135e3,115e3,102e3,109e3,104e3,98e3,111e3,103e3,96e3,88e3,92e3,92e3,91e3,87e3,84e3,82e3,81e3,8e4
Mayotte,2e3,3e3,4e3,6e3,7e3,9e3,11e3,13e3,17e3,22e3,25e3,25e3,24e3,25e3,26e3,27e3,27e3,26e3,25e3,25e3,26e3
Mexico,4773e3,61e5,7165e3,8192e3,9486e3,1092e4,10998e3,10794e3,10983e3,11427e3,10976e3,10593e3,10042e3,9398e3,8782e3,847e4,8315e3,7996e3,7572e3,7148e3,6791e3
"Micronesia, Fed. Sts.",5e3,7e3,8e3,9e3,11e3,11e3,13e3,15e3,15e3,16e3,15e3,14e3,13e3,13e3,12e3,12e3,11e3,11e3,9e3,9e3,8e3
Moldova,203e3,321e3,398e3,393e3,34e4,371e3,378e3,419e3,427e3,328e3,255e3,188e3,214e3,215e3,201e3,175e3,152e3,145e3,15e4,152e3,143e3
Mongolia,127e3,143e3,164e3,189e3,216e3,248e3,273e3,305e3,354e3,288e3,238e3,218e3,238e3,245e3,245e3,237e3,218e3,203e3,201e3,206e3,207e3
Montenegro,52e3,56e3,61e3,59e3,55e3,54e3,54e3,51e3,5e4,42e3,44e3,4e4,37e3,38e3,37e3,37e3,36e3,35e3,34e3,33e3,33e3
Morocco,1598e3,1814e3,2096e3,2455e3,2828e3,3208e3,3124e3,3496e3,3461e3,3291e3,3087e3,2964e3,3113e3,3198e3,3146e3,2987e3,2819e3,2719e3,2676e3,2669e3,2613e3
Mozambique,11e5,1197e3,1339e3,1501e3,1681e3,1893e3,2177e3,237e4,236e4,2781e3,3166e3,3687e3,3862e3,3958e3,4069e3,4202e3,4327e3,4394e3,4403e3,4384e3,4364e3
Myanmar,2403e3,3245e3,3533e3,3812e3,4219e3,4782e3,4993e3,5309e3,5067e3,4797e3,4535e3,4604e3,4633e3,4606e3,4428e3,4206e3,404e4,3943e3,3887e3,3851e3,3753e3
Namibia,76e3,88e3,1e5,115e3,134e3,165e3,188e3,203e3,234e3,259e3,263e3,27e4,281e3,289e3,297e3,301e3,299e3,296e3,294e3,292e3,288e3
Nepal,1219e3,1396e3,1568e3,1757e3,1969e3,2221e3,2513e3,2794e3,3086e3,3438e3,3686e3,3644e3,3486e3,3561e3,373e4,3792e3,3725e3,3618e3,3544e3,3496e3,3427e3
Netherlands,1207e3,111e4,1155e3,1215e3,1188e3,1028e3,885e3,869e3,938e3,974e3,982e3,997e3,929e3,898e3,914e3,947e3,956e3,946e3,922e3,902e3,9e5
Netherlands Antilles,16e3,22e3,22e3,2e4,18e3,18e3,16e3,17e3,17e3,18e3,14e3,13e3,13e3,12e3,11e3,1e4,9e3,9e3,9e3,9e3,9e3
New Caledonia,9e3,9e3,12e3,14e3,16e3,18e3,18e3,18e3,19e3,21e3,22e3,2e4,2e4,2e4,21e3,21e3,2e4,2e4,2e4,2e4,2e4
New Zealand,232e3,253e3,289e3,303e3,297e3,303e3,257e3,252e3,274e3,293e3,28e4,283e3,291e3,296e3,296e3,293e3,288e3,286e3,288e3,291e3,293e3
Nicaragua,211e3,306e3,365e3,392e3,445e3,529e3,608e3,674e3,692e3,736e3,705e3,67e4,682e3,686e3,672e3,646e3,618e3,593e3,568e3,541e3,513e3
Niger,495e3,524e3,629e3,758e3,894e3,1029e3,1202e3,1392e3,1606e3,1882e3,2234e3,2662e3,3421e3,3925e3,4492e3,5166e3,594e4,6686e3,7251e3,7606e3,7843e3
Nigeria,613e4,7104e3,7941e3,8891e3,9978e3,11631e3,13974e3,16004e3,17715e3,19428e3,2136e4,23635e3,25776e3,26695e3,26763e3,26621e3,26748e3,2707e4,27197e3,26895e3,26289e3
Norway,319e3,304e3,308e3,312e3,33e4,31e4,261e3,254e3,28e4,304e3,299e3,286e3,297e3,294e3,302e3,312e3,317e3,316e3,314e3,315e3,319e3
Oman,78e3,94e3,107e3,123e3,145e3,179e3,229e3,292e3,321e3,319e3,314e3,291e3,301e3,327e3,34e4,341e3,333e3,323e3,318e3,318e3,317e3
Pakistan,5656e3,6402e3,732e4,8565e3,10484e3,12522e3,14287e3,16874e3,20238e3,20828e3,2154e4,22814e3,24472e3,26066e3,26333e3,26163e3,26011e3,26136e3,26322e3,26175e3,25565e3
Panama,139e3,163e3,194e3,226e3,256e3,272e3,272e3,283e3,302e3,309e3,331e3,343e3,344e3,342e3,342e3,343e3,34e4,332e3,323e3,312e3,307e3
Papua New Guinea,275e3,321e3,349e3,457e3,431e3,488e3,521e3,583e3,655e3,747e3,861e3,918e3,971e3,1009e3,103e4,1062e3,1086e3,1093e3,1088e3,1075e3,106e4
Paraguay,269e3,319e3,351e3,391e3,429e3,442e3,511e3,608e3,658e3,689e3,711e3,729e3,741e3,748e3,745e3,733e3,72e4,708e3,697e3,684e3,671e3
Peru,1282e3,1519e3,1758e3,2046e3,2261e3,2488e3,2724e3,2811e3,2975e3,3033e3,3006e3,2983e3,2958e3,2862e3,2791e3,2735e3,2676e3,2605e3,2528e3,2448e3,2372e3
Philippines,35e5,4378e3,4988e3,5666e3,6343e3,7003e3,7818e3,8551e3,9386e3,9993e3,10243e3,10415e3,10879e3,11022e3,11114e3,11082e3,10945e3,10779e3,10582e3,10323e3,9997e3
Poland,295e4,3525e3,3511e3,283e4,2549e3,2866e3,3242e3,3423e3,2953e3,2485e3,2003e3,1777e3,185e4,185e4,1757e3,1589e3,1436e3,1362e3,1363e3,1372e3,1344e3
Portugal,885e3,885e3,902e3,946e3,822e3,832e3,81e4,714e3,558e3,55e4,536e3,553e3,524e3,495e3,467e3,446e3,442e3,446e3,447e3,44e4,432e3
Puerto Rico,367e3,355e3,356e3,36e4,319e3,329e3,341e3,327e3,303e3,316e3,296e3,26e4,256e3,256e3,25e4,242e3,232e3,221e3,216e3,214e3,211e3
