country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Papua New Guinea,536e3,563e3,6e5,619e3,716e3,815e3,875e3,1066e3,1267e3,1485e3,1675e3,1862e3,2073e3,2319e3,2663e3,3005e3,3329e3,3603e3,3788e3,3948e3,4077e3
Paraguay,393e3,422e3,465e3,52e4,602e3,737e3,884e3,1062e3,1248e3,1386e3,1544e3,1764e3,2023e3,2292e3,2504e3,2628e3,2714e3,2778e3,2815e3,2825e3,2808e3
Peru,208e4,236e4,27e5,3074e3,3526e3,4113e3,483e4,5716e3,6626e3,7504e3,8386e3,9023e3,959e4,10158e3,1058e4,1096e4,11129e3,11087e3,10951e3,10751e3,10495e3
Philippines,5339e3,6019e3,697e4,8191e3,9687e3,11591e3,13736e3,16306e3,18972e3,21259e3,23844e3,2662e4,29684e3,32812e3,35371e3,37341e3,38935e3,40044e3,40981e3,41702e3,41822e3
Poland,7598e3,8128e3,8899e3,8774e3,9235e3,10254e3,11313e3,12096e3,11656e3,11152e3,10889e3,11468e3,11911e3,11569e3,10481e3,8999e3,7994e3,7417e3,7196e3,7018e3,6614e3
Portugal,254e4,2639e3,2616e3,2542e3,2271e3,2394e3,2613e3,2875e3,2886e3,3e6,3102e3,3138e3,3021e3,2778e3,2523e3,2372e3,2304e3,2247e3,2171e3,2063e3,1982e3
Puerto Rico,616e3,582e3,563e3,684e3,719e3,874e3,932e3,998e3,1051e3,1077e3,1102e3,111e4,1114e3,1122e3,1103e3,1056e3,1019e3,983e3,954e3,948e3,934e3
Qatar,7e3,11e3,15e3,26e3,44e3,69e3,99e3,178e3,208e3,237e3,247e3,448e3,82e4,785e3,818e3,774e3,736e3,737e3,761e3,777e3,788e3
Reunion,74e3,81e3,86e3,95e3,112e3,124e3,14e4,177e3,204e3,226e3,241e3,242e3,244e3,254e3,267e3,278e3,283e3,288e3,292e3,291e3,287e3
Romania,5028e3,5363e3,6031e3,5961e3,5911e3,6109e3,6275e3,6367e3,6796e3,6617e3,6693e3,6879e3,6686e3,6121e3,5397e3,4921e3,4326e3,4167e3,4011e3,3823e3,3591e3
Russia,33127e3,34597e3,4035e4,39945e3,37992e3,40446e3,41721e3,46782e3,46126e3,44486e3,42641e3,42868e3,44894e3,42493e3,38092e3,33149e3,28921e3,2866e4,29518e3,29062e3,2747e4
Rwanda,587e3,675e3,777e3,85e4,985e3,1135e3,1346e3,1655e3,1941e3,1436e3,2073e3,257e4,3231e3,3701e3,4124e3,4466e3,489e4,5625e3,6324e3,6834e3,7153e3
Saint Lucia,25e3,25e3,22e3,2e4,2e4,24e3,28e3,34e3,4e4,45e3,5e4,54e3,58e3,63e3,64e3,61e3,6e4,56e3,55e3,56e3,55e3
Saint Vincent and the Grenadines,15e3,15e3,17e3,17e3,19e3,2e4,23e3,28e3,32e3,36e3,35e3,34e3,34e3,35e3,34e3,33e3,32e3,32e3,32e3,32e3,31e3
Samoa,23e3,26e3,29e3,33e3,38e3,43e3,48e3,52e3,44e3,52e3,52e3,46e3,47e3,52e3,61e3,69e3,67e3,64e3,57e3,55e3,57e3
Sao Tome and Principe,25e3,24e3,26e3,2e4,15e3,18e3,21e3,25e3,3e4,33e3,4e4,45e3,52e3,59e3,67e3,72e3,79e3,84e3,86e3,87e3,9e4
Saudi Arabia,874e3,978e3,1104e3,13e5,1565e3,2036e3,2845e3,4336e3,5602e3,6075e3,7354e3,8529e3,9279e3,1013e4,10771e3,11559e3,12059e3,12399e3,12734e3,12929e3,13017e3
Senegal,687e3,787e3,902e3,1027e3,1172e3,1303e3,1423e3,1604e3,1898e3,2278e3,2738e3,3266e3,3832e3,4445e3,5071e3,573e4,6475e3,7159e3,773e4,8158e3,8402e3
Serbia,1971e3,227e4,2547e3,2483e3,2486e3,2577e3,2656e3,2789e3,2826e3,2871e3,2861e3,2849e3,2887e3,2823e3,2665e3,2513e3,2363e3,2274e3,2237e3,2171e3,2115e3
Sierra Leone,573e3,621e3,672e3,73e4,793e3,842e3,908e3,99e4,1113e3,1124e3,1235e3,1517e3,1734e3,1926e3,2165e3,2476e3,2836e3,3228e3,3577e3,386e4,4112e3
Singapore,319e3,384e3,46e4,496e3,586e3,725e3,897e3,1104e3,1275e3,1338e3,132e4,1205e3,1241e3,1311e3,1371e3,1346e3,1245e3,1071e3,969e3,963e3,1002e3
Slovak Republic,1016e3,1057e3,1188e3,1187e3,1228e3,1396e3,1522e3,1627e3,1611e3,1601e3,1647e3,1704e3,176e4,1706e3,1531e3,1346e3,1212e3,1133e3,1113e3,1101e3,1054e3
Slovenia,419e3,443e3,489e3,494e3,503e3,529e3,552e3,589e3,6e5,598e3,598e3,588e3,578e3,544e3,493e3,446e3,421e3,421e3,426e3,428e3,417e3
Solomon Islands,25e3,29e3,33e3,38e3,43e3,47e3,58e3,68e3,83e3,104e3,125e3,147e3,17e4,191e3,214e3,236e3,259e3,276e3,289e3,3e5,307e3
Somalia,654e3,697e3,76e4,828e3,922e3,1073e3,1694e3,1739e3,1847e3,1857e3,2146e3,2335e3,2578e3,2914e3,3334e3,3954e3,4608e3,5341e3,6068e3,6806e3,756e4
South Africa,4018e3,4398e3,4823e3,5412e3,617e4,7229e3,8402e3,9771e3,11229e3,1323e4,14682e3,16048e3,17203e3,17604e3,17874e3,18136e3,18269e3,18509e3,1861e4,18477e3,18237e3
Spain,8713e3,9138e3,9251e3,9276e3,9122e3,9311e3,10086e3,10956e3,11644e3,12468e3,13079e3,13908e3,13557e3,12558e3,1117e4,10376e3,10407e3,10755e3,1113e4,11117e3,10827e3
Sri Lanka,2235e3,2499e3,2772e3,3103e3,3588e3,4095e3,4663e3,5105e3,559e4,5958e3,6103e3,6061e3,6114e3,6244e3,6058e3,5794e3,5738e3,5839e3,5936e3,5652e3,5271e3
Sudan,252e4,2842e3,3218e3,3639e3,4148e3,4782e3,5578e3,6541e3,743e4,8629e3,9974e3,11393e3,13138e3,15039e3,17002e3,18686e3,20142e3,21236e3,22024e3,22735e3,23325e3
Suriname,58e3,66e3,72e3,8e4,84e3,83e3,96e3,115e3,135e3,151e3,157e3,159e3,165e3,166e3,176e3,179e3,178e3,179e3,172e3,167e3,163e3
Swaziland,78e3,85e3,93e3,99e3,11e4,127e3,145e3,172e3,218e3,245e3,286e3,314e3,373e3,448e3,505e3,531e3,541e3,554e3,576e3,597e3,607e3
Sweden,2071e3,1983e3,19e5,1985e3,2204e3,231e4,2411e3,2378e3,2376e3,2421e3,2368e3,2351e3,2373e3,2436e3,2419e3,2426e3,2407e3,2361e3,2459e3,2534e3,2546e3
Switzerland,1371e3,1433e3,1516e3,1691e3,185e4,1896e3,1904e3,1999e3,2104e3,2173e3,2081e3,2039e3,1956e3,1963e3,1991e3,1974e3,1944e3,1901e3,1899e3,1937e3,1979e3
Syria,982e3,1077e3,1222e3,1374e3,1576e3,1875e3,2223e3,273e4,3331e3,4089e3,5012e3,6414e3,8037e3,8422e3,871e4,9116e3,9715e3,10438e3,10902e3,10944e3,10619e3
Tajikistan,435e3,52e4,631e3,675e3,682e3,796e3,956e3,1265e3,1534e3,1697e3,1809e3,187e4,2196e3,2582e3,2921e3,3117e3,3163e3,3241e3,3347e3,3428e3,3416e3
Tanzania,2101e3,2401e3,275e4,3167e3,3679e3,4268e3,4965e3,5821e3,6834e3,8172e3,9439e3,1093e4,12777e3,14792e3,16968e3,19646e3,22938e3,26686e3,30368e3,33607e3,36258e3
Thailand,5776e3,6735e3,7849e3,8797e3,9855e3,11435e3,13507e3,16847e3,19647e3,21366e3,21171e3,21942e3,21462e3,21016e3,20512e3,19967e3,19542e3,19113e3,18922e3,187e5,18353e3
Timor-Leste,129e3,139e3,148e3,159e3,174e3,191e3,182e3,212e3,234e3,268e3,18e4,245e3,309e3,387e3,481e3,545e3,627e3,729e3,839e3,969e3,1072e3
Togo,369e3,397e3,427e3,462e3,567e3,642e3,72e4,863e3,1029e3,1201e3,1489e3,1776e3,209e4,2406e3,271e4,3008e3,3289e3,3559e3,379e4,3968e3,411e4
Tonga,12e3,15e3,18e3,22e3,27e3,24e3,23e3,24e3,27e3,26e3,27e3,3e4,29e3,28e3,31e3,36e3,39e3,4e4,39e3,38e3,35e3
Trinidad and Tobago,184e3,191e3,217e3,231e3,242e3,281e3,331e3,39e4,398e3,42e4,433e3,457e3,481e3,472e3,439e3,381e3,338e3,328e3,327e3,323e3,307e3
Tunisia,1007e3,107e4,1138e3,1164e3,1145e3,1376e3,1666e3,2091e3,2508e3,2783e3,3078e3,3407e3,3735e3,3882e3,3765e3,3515e3,3261e3,3138e3,3159e3,3203e3,3156e3
Turkey,5811e3,6769e3,8028e3,8832e3,957e4,10901e3,12626e3,14806e3,17192e3,19901e3,22507e3,24662e3,25865e3,26544e3,26831e3,26495e3,26542e3,26206e3,25667e3,25308e3,24747e3
Turkmenistan,343e3,381e3,467e3,5e5,521e3,614e3,75e4,962e3,114e4,1316e3,1433e3,157e4,1777e3,1959e3,2012e3,2031e3,1983e3,1938e3,1965e3,1931e3,1857e3
Uganda,1482e3,1695e3,184e4,2107e3,2416e3,2759e3,3267e3,3841e3,4599e3,5338e3,6253e3,7592e3,9198e3,11062e3,13206e3,15653e3,18513e3,21626e3,24887e3,28014e3,3071e4
Ukraine,11853e3,12003e3,14313e3,1437e4,13572e3,14265e3,13891e3,14844e3,14788e3,14511e3,13744e3,13645e3,13918e3,13263e3,11848e3,10076e3,876e4,837e4,8555e3,8613e3,8205e3
United Arab Emirates,19e3,22e3,26e3,5e4,86e3,255e3,524e3,671e3,818e3,1116e3,156e4,2174e3,25e5,2407e3,2295e3,2344e3,2511e3,2614e3,2687e3,2738e3,2793e3
United Kingdom,14835e3,13953e3,13859e3,13832e3,14321e3,14857e3,15648e3,16714e3,17022e3,17134e3,16748e3,16393e3,16359e3,16824e3,17232e3,17198e3,1712e4,17095e3,17425e3,179e5,18068e3
United States,48828e3,48245e3,4821e4,49597e3,54478e3,63653e3,74156e3,81886e3,84726e3,8487e4,84215e3,83989e3,86481e3,90596e3,93677e3,95683e3,97407e3,98357e3,9991e4,100801e3,100666e3
Uruguay,684e3,726e3,776e3,794e3,795e3,753e3,782e3,829e3,86e4,915e3,959e3,933e3,95e4,968e3,976e3,991e3,982e3,956e3,928e3,905e3,879e3
Uzbekistan,1705e3,1987e3,248e4,2682e3,2763e3,3311e3,4068e3,5311e3,6242e3,7079e3,7734e3,8417e3,9535e3,10582e3,11112e3,11034e3,10523e3,10069e3,10043e3,10127e3,1e7
Vanuatu,12e3,15e3,18e3,2e4,24e3,28e3,33e3,37e3,43e3,5e4,55e3,64e3,75e3,86e3,99e3,109e3,119e3,128e3,136e3,141e3,146e3
Venezuela,1453e3,1735e3,2047e3,2355e3,2768e3,3537e3,4497e3,5428e3,6267e3,6968e3,7776e3,8499e3,9307e3,10051e3,10545e3,10915e3,11144e3,11366e3,11517e3,11539e3,11434e3
Vietnam,8525e3,8993e3,9254e3,9367e3,9758e3,11219e3,13264e3,16814e3,20208e3,22628e3,25952e3,27578e3,29119e3,30906e3,31506e3,31743e3,30567e3,28683e3,28039e3,27743e3,2735e4
Virgin Islands (U.S.),8e3,8e3,8e3,15e3,22e3,25e3,29e3,31e3,28e3,31e3,27e3,25e3,26e3,25e3,26e3,26e3,24e3,21e3,2e4,18e3,16e3
West Bank and Gaza,234e3,259e3,295e3,33e4,303e3,338e3,355e3,463e3,564e3,721e3,861e3,1013e3,1223e3,1451e3,1756e3,2085e3,2382e3,2661e3,2876e3,3063e3,3227e3
Western Sahara,4e3,6e3,11e3,19e3,27e3,2e4,52e3,62e3,75e3,88e3,111e3,165e3,199e3,228e3,249e3,24e4,233e3,236e3,249e3,26e4,264e3
"Yemen, Rep.",118e4,1266e3,1365e3,1486e3,1598e3,173e4,2097e3,2576e3,3147e3,3887e3,4648e3,5726e3,7106e3,8663e3,10172e3,1149e4,12834e3,14162e3,15495e3,16714e3,17518e3
Zambia,649e3,736e3,838e3,959e3,1105e3,1282e3,1488e3,1781e3,2126e3,2496e3,2891e3,3215e3,3713e3,4284e3,5004e3,5832e3,6733e3,7668e3,8525e3,9279e3,9885e3
Zimbabwe,78e4,879e3,981e3,1127e3,1248e3,1502e3,1784e3,2303e3,2915e3,3283e3,3548e3,3697e3,4137e3,524e4,6011e3,6193e3,6236e3,6311e3,6588e3,6913e3,7084e3
